id,name,category_id
71022,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",7
71029,"Vegetables, leguminous; (other than peas or beans), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",7
71030,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen",7
71040,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen",7
71080,"Vegetables; uncooked or cooked by steaming or boiling in water, n.e.c. in heading no. 0710, frozen",7
71080,"Vegetables; uncooked or cooked by steaming or boiling in water, frozen, n.e.c. in chapter 7",7
71080,"Vegetables; uncooked or cooked by steaming or boiling in water, frozen, n.e.s. in chapter 7",7
71090,"Vegetable mixtures; uncooked or cooked by steaming or boiling in water, frozen",7
71110,"Vegetables; onions, provisionally preserved by sulphur dioxide gas, but unsuitable in that state for immediate consumption",7
71120,"Vegetables; olives, provisionally preserved but unsuitable in that state for immediate consumption",7
71130,"Vegetables; capers, provisionally preserved but unsuitable in that state for immediate consumption",7
71140,"Vegetables; cucumbers and gherkins, provisionally preserved but unsuitable in that state for immediate consumption",7
71151,"Vegetables; mushrooms of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",7
71159,"Vegetables; mushrooms other than of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",7
71190,"Vegetables and mixed vegetables; n.e.c. in heading no. 0711, provisionally preserved but unsuitable in that state for immediate consumption",7
71190,"Vegetables and mixed vegetables; n.e.s. in heading no. 0711, provisionally preserved but unsuitable in that state for immediate consumption",7
71210,"Vegetables; potatoes, whether or not cut or sliced but not further prepared, dried",7
71220,"Vegetables; onions, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71230,"Vegetables; mushrooms and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71231,"Vegetables; mushrooms of the genus Agaricus, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71232,"Vegetables; wood ears (Auricularia spp), whole, cut, sliced, broken or in powder but not further prepared, dried",7
71233,"Vegetables; jelly fungi (Tremella spp)), whole, cut, sliced, broken or in powder but not further prepared, dried",7
71234,"Vegetables; shiitake mushrooms (Lentinus edodes), whole, cut, sliced, broken or in powder but not further prepared, dried",7
71239,"Vegetables; mushrooms and truffles n.e.c. in item 0712.3, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71239,"Vegetables; mushrooms, other than the genus Agaricus and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71290,"Vegetables; mixtures of vegetables n.e.c. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71290,"Vegetables; mixtures of vegetables n.e.s. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried",7
71310,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried",7
71320,"Vegetables, leguminous; chickpeas (garbanzos), shelled, whether or not skinned or split, dried",7
71331,"Vegetables, leguminous; beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried",7
71331,"Vegetables, leguminous; beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, dried, shelled, whether or not skinned or split",7
71332,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, whether or not skinned or split, dried",7
71332,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, dried, whether or not skinned or split",7
71333,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried",7
71333,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), dried, shelled, whether or not skinned or split",7
71334,"Vegetables, leguminous; bambara beans (Vigna subterranea or Voandzeia subterranea), shelled, whether or not skinned or split, dried",7
71335,"Vegetables, leguminous; cow peas (Vigna unguiculata), shelled, whether or not skinned or split, dried",7
71339,"Vegetables, leguminous; n.e.c. in item no. 0713.3, shelled, whether or not skinned or split, dried",7
71339,"Vegetables, leguminous; n.e.c. in item no. 0713.30, dried, shelled, whether or not skinned or split",7
71339,"Vegetables, leguminous; n.e.s. in item no. 0713.30, dried, shelled, whether or not skinned or split",7
71340,"Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried",7
71350,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina, vicia faba var. minor), shelled, whether or not skinned or split, dried",7
71350,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried",7
71350,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), dried, shelled, whether or not skinned or split",7
71360,"Vegetables, leguminous; pigeon peas (Cajanus cajan), shelled, whether or not skinned or split, dried",7
71390,"Vegetables, leguminous; n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried",7
71390,"Vegetables, leguminous; n.e.s. in heading no. 0713, shelled, whether or not skinned or split, dried",7
71410,"Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",7
71410,"Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried",7
71420,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",7
71420,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried",7
71430,"Vegetable roots and tubers; yams (Dioscorea spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",7
71440,"Vegetable roots and tubers; taro (Colocasia spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",7
71450,"Vegetable roots and tubers; yautia (Xanthosoma spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",7
71490,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form; sago pith",7
71490,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc or sweet potatoes), high starch or inulin content, fresh chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",7
71490,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers, high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried; sago pith",7
80110,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled",7
80111,"Nuts, edible; coconuts, desiccated",8
80111,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, desiccated",8
80112,"Nuts, edible; coconuts, in the inner shell (endocarp)",8
80119,"Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)",8
80119,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, other than desiccated",8
80120,"Nuts, edible; Brazil nuts, fresh or dried, whether or not shelled or peeled",8
80121,"Nuts, edible; brazil nuts, fresh or dried, in shell",8
80121,"Nuts, edible; brazil nuts, in shell, fresh or dried",8
80122,"Nuts, edible; brazil nuts, fresh or dried, shelled",8
80122,"Nuts, edible; brazil nuts, shelled, fresh or dried",8
80130,"Nuts, edible; cashew nuts, fresh or dried, whether or not shelled or peeled",8
80131,"Nuts, edible; cashew nuts, fresh or dried, in shell",8
80131,"Nuts, edible; cashew nuts, in shell, fresh or dried",8
80132,"Nuts, edible; cashew nuts, fresh or dried, shelled",8
80132,"Nuts, edible; cashew nuts, shelled, fresh or dried",8
80211,"Nuts, edible; almonds, fresh or dried, in shell",8
80212,"Nuts, edible; almonds, fresh or dried, shelled",8
80221,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell",8
80222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8
80231,"Nuts, edible; walnuts, fresh or dried, in shell",8
80232,"Nuts, edible; walnuts, fresh or dried, shelled",8
80240,"Nuts, edible; chestnuts (castanea spp.), fresh or dried, whether or not shelled or peeled",8
80241,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell",8
80242,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled",8
80250,"Nuts, edible; pistachios, fresh or dried, whether or not shelled or peeled",8
80251,"Nuts, edible; pistachios, fresh or dried, in shell",8
80252,"Nuts, edible; pistachios, fresh or dried, shelled",8
80260,"Nuts, edible; macadamia, fresh or dried, whether or not shelled or peeled",8
80261,"Nuts, edible; macadamia, fresh or dried, in shell",8
80262,"Nuts, edible; macadamia, fresh or dried, shelled",8
80270,"Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled",8
80280,"Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled",8
80290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8
80290,"Nuts, edible; n.e.s. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8
80291,"Nuts, edible; pine nuts, fresh or dried, in shell",8
80292,"Nuts, edible; pine nuts, fresh or dried, shelled",8
80299,"Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled",8
80300,"Fruit, edible; bananas, (including plantains), fresh or dried",8
80310,"Fruit, edible; plantains, fresh or dried",8
80390,"Fruit, edible; bananas, other than plantains, fresh or dried",8
80410,"Fruit, edible; dates, fresh or dried",8
80420,"Fruit, edible; figs, fresh or dried",8
80430,"Fruit, edible; pineapples, fresh or dried",8
80440,"Fruit, edible; avocados, fresh or dried",8
80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",8
80510,"Fruit, edible; oranges, fresh or dried",8
80520,"Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried",8
80521,"Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried",8
80522,"Fruit, edible; clementines, fresh or dried",8
80529,"Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried",8
80530,"Fruit, edible; lemons (citrus limon, citrus limonum), limes (citrus aurantifolia)",8
80540,"Fruit, edible; grapefruit and pomelos, fresh or dried",8
80540,"Fruit, edible; grapefruit, including pomelos, fresh or dried",8
80540,"Fruit, edible; grapefruit (including pomelos), fresh or dried",8
80540,"Fruit, edible; grapefruit, fresh or dried",8
80550,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried",8
80550,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried",8
80590,"Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried",8
80590,"Fruit, edible; citrus fruit n.e.s. in heading no. 0805, fresh or dried",8
80610,"Fruit, edible; grapes, fresh",8
80620,"Fruit, edible; grapes, dried",8
80710,"Fruit, edible; melons (including watermelons), fresh",8
80711,"Fruit, edible; watermelons, fresh",8
80719,"Fruit, edible; melons, other than watermelons, fresh",8
80719,"Fruit, edible; melons, (other than watermelons), fresh",8
80720,"Fruit, edible; papaws (papayas), fresh",8
80810,"Fruit, edible; apples, fresh",8
80820,"Fruit, edible; pears and quinces, fresh",8
80830,"Fruit, edible; pears, fresh",8
80840,"Fruit, edible; quinces, fresh",8
80910,"Fruit, edible; apricots, fresh",8
80920,"Fruit, edible; cherries, fresh",8
80921,"Fruit, edible; sour cherries (Prunus cerasus), fresh",8
80929,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",8
80930,"Fruit, edible; peaches, including nectarines, fresh",8
80930,"Fruit, edible; peaches including nectarines, fresh",8
80940,"Fruit, edible; plums and sloes, fresh",8
81010,"Fruit, edible; strawberries, fresh",8
81020,"Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh",8
81020,"Fruit, edible; raspberries, blackberries, mulberries and loganberries, fresh",8
81030,"Fruit, edible; black, white or red currants and gooseberries, fresh",8
81040,"Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh",8
81050,"Fruit, edible; kiwifruit, fresh",8
81050,"Fruit, edible; kiwifruit, fresh",8
81060,"Fruit, edible; durians, fresh",8
81070,"Fruit, edible; persimmons, fresh",8
81090,"Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh",8
81090,"Fruit, edible; fruits n.e.s. in heading no. 0801 to 0810, fresh",8
81110,"Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",8
81120,"Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter",8
81190,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter",8
81190,"Fruit, edible; fruit and nuts n.e.s. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter",8
81210,"Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption",8
81220,"Fruit, edible; strawberries, provisionally preserved, but unsuitable in that state for immediate consumption",8
81290,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption",8
81290,"Fruit, edible; fruit and nuts n.e.s. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption",8
81310,"Fruit, edible; apricots, dried",8
81320,"Fruit, edible; prunes, dried",8
81330,"Fruit, edible; apples, dried",8
81340,"Fruit, edible; fruit n.e.c. in heading no. 0812, dried",8
81340,"Fruit, edible; fruit n.e.s. in heading no. 0812, dried",8
81350,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",8
81350,"Nuts, edible; mixtures of nuts or dried fruits of chapter 8",8
81400,"Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions",8
90111,Coffee; not roasted or decaffeinated,8
90112,"Coffee; decaffeinated, not roasted",9
90121,"Coffee; roasted, not decaffeinated",9
90122,"Coffee; roasted, decaffeinated",9
90130,Coffee; husks and skins,9
90140,"Coffee; substitutes containing coffee, in any proportion",9
90190,"Coffee; husks and skins, coffee substitutes containing coffee in any proportion",9
90210,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg",9
90220,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg",9
90230,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg",9
90240,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",9
90300,Mate,9
90411,"Spices; pepper (of the genus piper), neither crushed nor ground",9
90412,"Spices; pepper (of the genus piper), crushed or ground",9
90420,"Spices; fruits of the genus capsicum or pimenta, dried or crushed or ground",9
90421,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",9
90422,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",9
90500,Spices; vanilla,9
90510,"Spices; vanilla, neither crushed nor ground",9
90520,"Spices; vanilla, crushed or ground",9
90610,"Spices; cinnamon and cinnamon-tree flowers, neither crushed nor ground",9
90611,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",9
90619,"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",9
90620,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground",9
90700,"Spices; cloves (whole fruit, cloves and stems)",9
90710,"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground",9
90720,"Spices; cloves (whole fruit, cloves and stems), crushed or ground",9
90810,Spices; nutmeg,9
90811,"Spices; nutmeg, neither crushed nor ground",9
90812,"Spices; nutmeg, crushed or ground",9
90820,Spices; mace,9
90821,"Spices; mace, neither crushed nor ground",9
90822,"Spices; mace, crushed or ground",9
90830,Spices; cardamoms,9
90831,"Spices; cardamoms, neither crushed nor ground",9
90832,"Spices; cardamoms, crushed or ground",9
90910,Spices; anise or badian seeds,9
90920,Spices; coriander seeds,9
90921,"Spices; coriander seeds, neither crushed nor ground",9
90922,"Spices; coriander seeds, crushed or ground",9
90930,Spices; cumin seeds,9
90931,"Spices; cumin seeds, neither crushed nor ground",9
90932,"Spices; cumin seeds, crushed or ground",9
90940,Spices; caraway seeds,9
90950,Spices; fennel or juniper seeds,9
90961,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground",9
90962,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground",9
91010,Spices; ginger,9
91011,"Spices; ginger, neither crushed nor ground",9
91012,"Spices; ginger, crushed or ground",9
91020,Spices; saffron,9
91030,Spices; turmeric (curcuma),9
91040,"Herbs; thyme, bay leaves",9
91050,Curry,9
91091,Spices; mixtures of 2 or more products of different headings,9
91091,Spices; mixtures,9
91099,Spices; n.e.c. in heading no. 0910,9
91099,Spices; mixtures of 2 or more products of the same heading,9
100110,Cereals; durum wheat,9
100111,"Cereals; wheat and meslin, durum wheat, seed",10
100119,"Cereals; wheat and meslin, durum wheat, other than seed",10
100190,Cereals; meslin and wheat other than durum,10
100191,"Cereals; wheat and meslin, other than durum wheat, seed",10
100199,"Cereals; wheat and meslin, other than durum wheat, other than seed",10
100200,Cereals; rye,10
100210,"Cereals; rye, seed",10
100290,"Cereals; rye, other than seed",10
100300,Cereals; barley,10
100310,"Cereals; barley, seed",10
100390,"Cereals; barley, other than seed",10
100400,Cereals; oats,10
100410,"Cereals; oats, seeds",10
100490,"Cereals; oats, other than seed",10
100510,"Cereals; maize (corn), seed",10
100590,"Cereals; maize (corn), other than seed",10
100610,Cereals; rice in the husk (paddy or rough),10
100620,Cereals; husked (brown) rice,10
100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",10
100640,"Cereals; rice, broken",10
100700,Cereals; grain sorghum,10
100710,"Cereals; grain sorghum, seed",10
100790,"Cereals; grain sorghum, other than seed",10
100810,Cereals; buckwheat,10
100820,Cereals; millet,10
100821,"Cereals; millet, seed",10
100829,"Cereals; millet, other than seed",10
100830,Cereals; canary seeds,10
100830,Cereals; canary seed,10
100840,Cereals; fonio (Digitaria spp.),10
100850,Cereals; quinoa (Chenopodium quinoa),10
100860,Cereals; triticale,10
100890,Cereals; n.e.c. in chapter 10,10
100890,Cereals; n.e.s. in chapter 10,10
110100,Wheat or meslin flour,10
110210,Cereal flour; of rye,11
110220,Cereal flour; of maize (corn),11
110230,Cereal flour; of rice,11
110290,"Cereal flours; other than wheat, meslin, and maize (corn)",11
110290,Cereal flours; n.e.c. in heading no. 1102,11
110290,Cereal flours; n.e.s. in heading no. 1102,11
110311,Cereal groats and meal; of wheat,11
110312,Cereal groats and meal; of oats,11
110313,Cereal groats and meal; of maize (corn),11
110314,Cereal groats and meal; of rice,11
110319,Cereal groats and meal; n.e.c. in heading no. 1103,11
110319,Cereal groats and meal; n.e.s. in heading no. 1103,11
110320,Cereal pellets,11
110321,Cereal pellets; of wheat,11
110329,Cereal pellets; of cereals other than wheat,11
110411,"Cereal grains; rolled or flaked, of barley",11
110412,"Cereal grains; rolled or flaked, of oats",11
110419,"Cereal grains; rolled or flaked, other than oats",11
110419,"Cereal grains; rolled or flaked, of cereals excluding barley and oats",11
110421,"Cereal grains; worked (eg hulled, pearled, sliced or kibbled) of barley",11
110422,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of oats",11
110422,"Cereal grains; worked (egg hulled, pearled, sliced or kibbled) of oats",11
110422,"Cereal grains; worked (eg hulled, pearled, sliced or kibbled) of oats",11
110423,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of maize (corn)",11
110423,"Cereal grains; worked (egg hulled, pearled, sliced or kibbled) of maize (corn)",11
110423,"Cereal grains; worked (eg hulled, pearled, sliced or kibbled) of maize (corn)",11
110429,"Cereal grains; worked, other than rolled or flaked (e.g. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006",11
110429,"Cereal grains; worked, other than rolled or flaked (egg. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006",11
110429,"Cereal grains; worked, other than rolled or flaked (eg. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006",11
110429,"Cereal grains; worked (eg hulled, pearled, sliced or kibbled) of cereals n.e.s. in item no. 1104.2, except rice of heading no. 1006",11
110430,"Cereal; germ of cereals, whole, rolled, flaked or ground",11
110510,"Flour, meal and powder; of potatoes",11
110510,Flour and meal; of potatoes,11
110520,"Flakes, granules and pellets; of potatoes",11
110520,Flakes; of potatoes,11
110610,"Flour, meal and powder; of the dried leguminous vegetables of heading no. 0713",11
110610,Flour and meal; of the dried leguminous vegetables of heading no. 0713,11
110620,"Flour, meal and powder; of sago or of roots or tubers of heading no. 0714",11
110620,"Flour and meal; of sago, roots or tubers of heading no. 0714",11
110630,"Flour, meal and powder; of the products of chapter 8",11
110710,Malt; not roasted,11
110720,Malt; roasted,11
110811,Starch; wheat,11
110812,Starch; maize (corn) starch,11
110813,Starch; potato,11
110814,Starch; manioc (cassava),11
110819,Starch; n.e.c. in item no. 1108.11 to 1108.14,11
110819,Starch; n.e.s. in item no. 1108.11 to 1108.14,11
110820,Inulin,11
110900,Wheat gluten; whether or not dried,11
120100,Soya beans; whether or not broken,11
120110,"Soya beans; seed, whether or not broken",12
120190,"Soya beans; other than seed, whether or not broken",12
120210,"Ground-nuts; in shell, not roasted or otherwise cooked",12
120220,"Ground-nuts; shelled, not roasted or otherwise cooked, whether or not broken",12
120230,"Ground-nuts; seed, not roasted or otherwise cooked, whether or not shelled or broken",12
120241,"Ground-nuts; other than seed, not roasted or otherwise cooked, in shell",12
120242,"Ground-nuts; other than seed, not roasted or otherwise cooked, shelled, whether or not broken,",12
120300,Copra,12
120400,"Oil seeds; linseed, whether or not broken",12
120500,"Oil seeds; rape or colza seeds, whether or not broken",12
120510,"Oil seeds; low erucic acid rape or colza seeds, whether or not broken",12
120590,"Oil seeds; rape or colza seeds, other than low erucic, whether or not broken",12
120600,"Oil seeds; sunflower seeds, whether or not broken",12
120710,"Oil seeds; palm nuts and kernels, whether or not broken",12
120710,"Oleaginous fruits; palm nuts and kernels, whether or not broken",12
120720,"Oil seeds; cotton seeds, whether or not broken",12
120721,"Oil seeds; cotton seeds, seed, whether or not broken",12
120729,"Oil seeds; cotton seeds, other than seed, whether or not broken",12
120730,"Oil seeds; castor oil seeds, whether or not broken",12
120740,"Oil seeds; sesamum seeds, whether or not broken",12
120750,"Oil seeds; mustard seeds, whether or not broken",12
120760,"Oil seeds; safflower (Carthamus tinctorius) seeds, whether or not broken",12
120760,"Oil seeds; safflower seeds, whether or not broken",12
120770,"Oil seeds; melon seeds, whether or not broken",12
120791,"Oil seeds; poppy seeds, whether or not broken",12
120792,Oleaginous fruits; shea nuts (karite nuts),12
120799,"Oil seeds and oleaginous fruits; n.e.c. in heading no. 1207, whether or not broken",12
120799,"Oil seeds and oleaginous fruits; n.e.s. in heading no. 1207, whether or not broken",12
120810,Flours and meals; of soya beans,12
120890,Flours and meals of oil seeds or oleaginous fruits; excluding soya beans and mustard seeds,12
120910,"Seed; sugar beet seeds, of a kind used for sowing",12
120910,"Seed; sugar beet seed, of a kind used for sowing",12
120911,"Seed; sugar beet seed, of a kind used for sowing",12
120919,"Seed; beet seed, (excluding sugar beet), of a kind used for sowing",12
120921,"Seeds of forage plants; lucerne (alfalfa) seeds, of a kind used for sowing",12
120921,"Seed; lucerne (alfalfa) seed, of a kind used for sowing",12
120922,"Seeds of forage plants; clover (Trifolium spp.) seeds, of a kind used for sowing",12
120922,"Seed; clover (trifolium spp.) seed, of a kind used for sowing",12
120923,"Seeds of forage plants; fescue seeds, of a kind used for sowing",12
120923,"Seed; fescue, of a kind used for sowing",12
120924,"Seeds of forage plants; Kentucky blue grass (Poa pratensis L.) seeds, of a kind used for sowing",12
120924,"Seed; kentucky blue grass (poa pratensis l.) seed, of a kind used for sowing",12
120925,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing",12
120925,"Seed; rye grass (lolium multiflorum lam., lolium perenne l.) seed, of a kind used for sowing",12
120926,"Seed; timothy grass seed, of a kind used for sowing",12
120929,"Seeds of forage plants; other than lucerne, clover, fescue, Kentucky blue grass, and rye grass seeds, of a kind used for sowing",12
120929,"Seed; of forage plants, n.e.c. in item no.1209.2",12
120929,"Seed; of forage plants, n.e.s. in item no.1209.2",12
120929,"Seed; of forage plants, other than beet seed, n.e.s. in item no. 1209.2",12
120930,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing",12
120930,"Seed; of herbaceous plants cultivated principally for their flowers, of a kind used for sowing",12
120991,"Seeds; vegetable seeds, of a kind used for sowing",12
120991,"Seed; vegetable seed, of a kind used for sowing",12
120999,"Seeds; n.e.c. in heading 1209, of a kind used for sowing",12
120999,"Seed; n.e.c. in heading no. 1209, of a kind used for sowing",12
120999,"Seed; n.e.s. in heading no. 1209, of a kind used for sowing",12
121010,Hop cones; neither ground nor powdered nor in the form of pellets,12
121020,"Hop cones; ground, powdered or in the form of pellets; lupulin",12
121110,"Liquorice roots used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes; fresh or dried, whether or not cut, crushed or powdered",12
121120,"Ginseng roots, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",12
121120,"Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes; fresh or dried, whether or not cut, crushed or powdered",12
121130,"Coca leaf; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",12
121130,"Coca leaf; used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12
121140,"Poppy straw; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",12
121140,"Poppy straw; used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",12
121150,"Ephedra, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",12
121160,"Bark of African cherry (Prunus africana); of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",12
121190,"Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",12
121190,"Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes; fresh or dried, whether or not cut, crushed or powdered",12
121190,"Plants and parts (including seeds and fruits) n.e.s. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes; fresh or dried, whether or not cut, crushed or powdered",12
121210,"Locust beans, including locust bean seeds; of a kind used primarily for human consumption, fresh, chilled, frozen or dried, whether or not ground",12
121210,"Locust beans, including locust bean seeds; of a kind used primarily for human consumption, fresh or dried, whether or not ground",12
121220,"Seaweeds and other algae; of a kind used primarily for human consumption, fresh, chilled, frozen or dried, whether or not ground",12
121220,"Seaweeds and other algae; of a kind used primarily for human consumption, fresh or dried, whether or not ground",12
121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",12
121229,"Seaweeds and other algae; not fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",12
