id,name,category_id
20760,"Meat and edible offal; of guinea fowls, fresh, chilled or frozen",2
20810,"Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen",2
20820,"Meat and edible meat offal; frogs' legs, fresh, chilled or frozen",2
20830,"Meat and edible meat offal; of primates, fresh, chilled or frozen",2
20840,"Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen",2
20840,"Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea) and manatees and dugongs (mammals of the order Sirenia), fresh, chilled or frozen",2
20850,"Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen",2
20860,"Meat and edible meat offal; of camels and other camelids (Camelidae), fresh, chilled or frozen",2
20890,"Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen",2
20890,"Meat and edible meat offal; n.e.s. in chapter 2, fresh, chilled or frozen",2
20900,"Fat; pig fat, free of lean meat, and poultry fat, (not rendered or otherwise extracted), fresh, chilled, frozen, salted, in brine, dried or smoked",2
20900,"Fat; pig fat, free of lean meat, and poultry fat, (not rendered), fresh, chilled, frozen, salted, in brine, dried or smoked",2
20910,"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2
20990,"Fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2
21011,"Meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in",2
21011,"Meat, preserved; of swine, hams, shoulders and cuts thereof, with bone in, salted, in brine, dried or smoked",2
21012,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof",2
21012,"Meat, preserved; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",2
21019,"Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1",2
21019,"Meat, preserved; of swine, salted, in brine, dried or smoked, n.e.c. in item no. 0210.1",2
21019,"Meat, preserved; of swine, salted, in brine, dried or smoked, n.e.s. in item no. 0210.1",2
21020,"Meat; salted, in brine, dried or smoked, of bovine animals",2
21020,"Meat, preserved; of bovine animals, salted, in brine, dried or smoked",2
21090,"Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.s. in heading no. 0210",2
21091,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates",2
21091,"Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates",2
21092,"Meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea); manatees, dugongs (of order Sirenia); seals, sea lions, and walruses (of suborder Pinnipedia)",2
21092,"Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea); and of manatees and dugongs (mammals of the order Sirenia)",2
21093,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)",2
21093,"Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)",2
21099,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)",2
21099,"Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins and porpoises, manatees and dugongs, reptiles (including snakes and turtles)",2
21099,"Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates,whales, dolphins and porpoises, manatees and dugongs, reptiles (including snakes and turtles)",2
40110,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%",2
40110,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content not exceeding 1% (by weight)",4
40120,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",4
